sample0,sample1,sample2,sample3,sample4
CNS(=O)(=O)Cc1ccc(-c2ccc(Br)cc2Cl)cc1,CCOC(=O)c1ccoc1Cn1ccnc1-c1cccc(C)c1,CN(Cc1ccccc1)c1ccc(Oc2cccc(C#CCO)c2)cn1,Cc1noc2c1C(c1nc3ccccc3nc1NCc1ccccc1)CC(=O)N2,N#CC1CN(CC2CCC(C(=O)Nc3ccc(F)cc3Br)CC2)CCO1
Cc1csc(NC(=O)CCCc2ccccn2)n1,CNCCNC(=O)c1noc(C)c1COc1ccc(Cl)cc1,Cc1ccc(Cc2nc(C(=O)OCCc3noc(C)n3)cs2)c(C)c1,Cn1c(NCc2ccon2)nccc1=O,CN(CC(=O)Nc1ccc(C#N)cc1)C(=O)COc1nc(-c2ccccc2)no1
CC(C#N)CN(c1ccc2c(c1)CCC(=O)N2C)C(C)C,CCCNC(=O)CCN1CCN(C(=O)Nc2c(C)cc(C)cc2C)CC1,COc1ccc(OC)c(NC(=O)NCc2nc3ccccc3s2)c1,COC(=O)C(C)OC(=O)c1noc2c1CCCC2,Cc1ccc(C)n1-c1ccc(Cl)cc1C(C)n1ccnc1
CN(C)C(=O)CCC(=O)N1CCCC(c2ccc(C(F)(F)F)cc2)C1,COc1cc(CC(=O)Nc2nc(-c3ccco3)nc3ccccc23)cc(OC)c1,CC(C)Cn1c(SCC(=O)c2ccco2)n[nH]c1=O,CCN1CCN([S+]([O-])Cc2ccccc2N2CCOC2=O)CC1,Cn1nnnc1CCNC(=O)c1c[nH]c2ccccc2c1=O
CNC(=O)c1csc(CCNc2c(C)ncnc2C)n1,N#Cc1ccc(-c2noc(CNC(=O)NCC3CCOC3)n2)nc1,CN(C)C(=O)c1cccc(OCCC(=O)N2CCN(Cc3ccco3)CC2)c1,CCCOc1ccc(S(=O)(=O)N2CCC3C(=O)NCCOC3C2)cc1F,Cc1cc(Oc2ccccc2Cl)ccc1-n1cnc2c(C)ncnc21
Cc1cc(NS(=O)(=O)CCC2CCCC2)n(C(=O)N2CCOCC2)n1,O=C(NCC1CC1)c1cn2c(n1)CN(Cc1ccc(F)cc1)CC2,Cc1ccc(C(=O)OCC(F)(F)F)cc1C(N)=O,C=CCOCCCNC(=O)c1cc2c(F)c(F)ccc2[nH]1,Nc1cccc(Cc2nc(-c3cc(Cl)c4c(c3)OCCCO4)cs2)c1
O=C(COc1ccccc1Br)Nc1ccccn1,COc1c(N)cccc1NC(=O)C1CCOCC1,CCc1noc(C)c1OCC(=O)NCc1cccc(Cl)c1,Cc1ccc(C(=O)NCC(C)c2nc(C)no2)c(C)c1,CN(C)C(=O)Cc1ccc(Nc2ncnc3c2nnn3C)cc1
CCC(C)C(C)N(C(=O)N1CCCCC1C)c1ccc(F)cc1,Cc1nc(CNC(=O)CN(C)c2nc3ccc(N)cc3s2)c(C)s1,CCC(=O)Cc1cc(OC)c2c(c1)C(C(=O)NC)CCO2,Cc1nn(C(=O)Nc2c(C)cccc2C)c(=N)s1,CC(C)N(CCO)C(=O)Oc1ccccc1
CCN(C)C(=O)c1cccc(NCC2CCC([S+]([O-])C(C)C)CC2)c1,COCC(=O)NC(C(=O)NC(C)N1CCC(O)C1)C(C)C,CCCCC(C)OS(=O)(=O)c1ccc2c(c1)NCC(C)O2,CN(Cc1ccon1)C(=O)N(C)c1ccc(Cl)cc1F,Cc1cc(C(=O)Nc2nnc(C(=O)NCc3ccccc3)s2)no1
COc1ccc(Cl)cc1NC(=O)Cn1nc2n(c1=O)CCCCC2,Cc1cc(F)ccc1NC(=O)c1nccn1-c1nc2ccccc2[nH]1,Cc1ccc(NC(=O)CCc2ccco2)cc1,CC(Nc1nccs1)C(=O)NC(=O)Cn1ccnc1C1CC1,C#CCN1C(=O)c2ccccc2NC12C(=O)Nc1ccc(Cl)cc12
Cc1ccc(C(NS(=O)(=O)N(C)C)C(F)(F)F)cc1C,Cc1cc(C)c(OC(=O)N2CCC(c3ccc(=O)n(C)n3)CC2)c(C)c1,O=C(CC1(NC(=O)Cc2cccs2)CCCC1)NCCC1CCCCC1,O=C(Nc1ccc2nc(N3CCCC3)sc2c1)c1ccccn1,COc1cccc2cc(C(=O)NCNc3cccnn3)oc12
Cc1cc(OCC(=O)NC(C)c2ccc(S(N)(=O)=O)cc2)no1,COCC1CN(C(=O)OCC=C(C)C)CC(F)(F)C1,C=CCOC(=O)N1CCC(NC(=O)c2ccc(F)cc2F)C1,Cc1cc(-c2ccc(F)cc2F)nn1C(=O)COCC(C)C,C=CCSc1ccc(C)cc1NC(=O)c1ccccc1Cl
CCc1nn(CC(=O)c2c(C)nc(=O)[nH]c2C)c(=O)c2cc3occc3n12,COc1ccc(CN(C)C(=O)COc2cccc(C(N)=O)c2)cc1,CC(=O)c1nn(C)cc1N1CCN(C(=O)C2CCCO2)CC1,NC(=O)NCc1ccc(C(=O)c2cccc(OC(F)F)c2)cc1,CC(NCc1nc2cc(Cl)ccc2o1)[S+]([O-])c1cnn(C)c1
CCn1cc(CNS(=O)(=O)c2cccc(-n3cnnn3)c2)cn1,CC1CCc2cc(NC(=O)CNCC3COCCO3)sc2C1,CC1CCCC(C)N1C(=O)N(CCC#N)c1ccccc1Cl,C#CCc1ccc(C(=O)N(C)CC)cc1,CCOc1nc(C)cc2c(C(=O)NCc3cnoc3)cccc12
Cc1ccccc1NC(=O)N(C)c1ccccc1-n1cnnn1,O=C(Cn1ccnc1)Nc1cnn(-c2ncccc2Cl)c1,Cc1nc2ccccc2cc1-n1c(=O)[nH]c(=O)n(CC(C)C#N)c1=O,CC(C)c1ccccc1NCCCOc1cccc(Cl)c1,O=C1CN(C(=O)CSC(=O)c2cc(-c3cccs3)on2)CCN1
Cc1ccc(C(=O)N2CCC(=O)N(Cc3ccco3)CC2)s1,O=C(c1ccc(C2CC2)c(Nc2ccc3ncsc3c2)c1)C1CC1,COc1nc(C)c(C(=O)N(C)c2ccc(N(C)C)nc2)s1,Cc1c(F)cccc1NC(=O)C1COCCO1,O=C(Nc1ccc2nc(-c3ccccc3)[nH]c2c1)c1ccoc1
O=C(COc1ccc(Cl)cc1)NCc1cccc(N2CCOCC2)c1,O=C(Cc1cncc(Br)c1)Nc1ccccc1Cl,CCn1ncc(-c2ccc(F)c(OC)c2)c(CCCOC)c1=O,Cc1cc(C(=O)Nc2ccc(NC(=O)c3ccco3)c(Cl)c2)on1,COCC(=O)NC1C(C)=C(C)C(=O)N1Cc1ccco1
COc1cccc(NC(=O)C(C)(C)c2ccco2)c1,COCCCNC(=O)NC(C(F)(F)F)C(F)(F)F,CC(C)Oc1ncnc2c1CCN(CC(O)n1cccn1)CC2,C#CN1CCC(C(=O)NCNC(F)(F)F)CC1,CC(CC1CC1)NS(=O)(=O)c1ccc2c(c1)C(C)(C)CN2
Cc1[nH]ncc1-c1csc(NC(=O)NC(C)C)n1,CCn1nc(C)c(CNC(=O)OCCC(C)(C)C)c1C,COc1cc(F)c(NC(=O)CN(C)Cc2noc(C)n2)cc1OC,COc1ccc(-c2nc(C)c(S(=O)(=O)Nc3ccncc3)s2)cc1,NC(=O)CCCNC(=O)CNc1nnc2n1CCCCC2
CCCCNC(=O)C1COC(=O)N1Cc1ccc(Cl)c(Cl)c1,O=C1CCCc2c1c(C(=O)N1CCC(F)(F)CC1)nn2-c1cccc(F)c1,CNc1cc(NC(=O)C(C)c2ccccc2Cl)cnc1OC,CC(=O)Oc1ccc2nc(CCc3ccccc3)nn2c1,COc1cccc(Nc2nnc(-c3ccccc3)o2)c1
Cc1nc(C)n(CNC(=O)COc2ccccc2F)n1,Cc1ccc(CNc2sccc2C(=O)Cn2cncn2)cc1,CCc1ccccc1Nc1cnn(C)c(=O)c1OCC(F)(F)F,CNC(=O)Nc1nc(-c2ccc(C)cc2)cs1,Cc1nnc(NC(=O)NCc2cc(C(C)C)no2)s1
COc1cccc(Cc2nc3scc(N4CCCCC4)c3c(=O)[nH]2)n1,CC(C)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2F)cc1,CC(C)C(C)N1CCCC(C(=O)N(CC(F)(F)F)C2CCCCC2)C1,Cc1ccccc1-c1cc(CNC(=O)CC(N)=O)no1,O=C(Nc1cccc(OC(F)F)c1)c1ccc(Cl)cc1
CCCN(CC)C(=O)Nc1cnc(-c2ccccc2F)nc1,COCCc1ccsc1C(=O)Nc1cccc(C)c1Cl,CCCCC(=O)NC(C#N)C(=O)c1cccc(Cl)c1,N#Cc1cnc(S(=O)(=O)NC2CCC3CCCCC3C2)nc1N,Cc1ccc(-n2nnc(Cc3ccccn3)c2N)cc1C
COc1ccc(C(=O)Nc2nc3sccc3c(=O)[nH]2)c(OC)c1OC,NC(=O)c1ccc(NC(=O)C2CC(=O)N(N3CCCCC3)C2)cc1,CN(C)Cc1nc(N)c2ccsc2n1,Cc1cc(C)c(NC(=O)Nc2ccc3ccccc3c2)cc1C,CN(C(=O)Cn1nnc2sc3c(c2c1=O)CCCC3)c1ccccc1
O=C1CCCN1Cc1cccc(OCCc2ncn[nH]2)c1,CCC(=O)NCC(C)(C)c1nnc(Nc2c(C)cc(C)cc2C)s1,Cc1nc(-c2ccccc2)ncc1CN1CCN(S(C)(=O)=O)CC1,Cc1ccc(-n2c(=O)[nH]cc(CNc3ccccn3)c2=O)cc1,Cc1ccccc1CNC(=O)CCN1CCN(S(C)(=O)=O)CC1
O=C(NCc1cn[nH]c1)NC1(c2ccccc2F)CC1,Cc1ccc2nc(SCC(=O)N3CCCCC3=O)[nH]c2c1,COC(=O)C1CCCN1c1cc(-c2ccc(OC)cc2)nc(-n2cccc2)n1,N#Cc1c(F)cccc1S(=O)(=O)Nc1ccnc2ccnn12,Cc1cccc(NC(=O)CCNC(=O)Cn2cccc(C)c2=O)c1C
COc1cc(OC)cc(OS(=O)(=O)N2CCC2)c1,Cc1ccc(CNC(=O)CSc2ccccn2)nc1,O=S(=O)(NCc1cccs1)c1cccnc1NCc1nnc2ccccn12,O=C(CCNC(=O)c1cccnc1)Nc1cc(Cl)cc(Cl)c1,CCc1nnc2n1CCN(C(=O)Oc1cc(F)ccc1F)C2
Cc1ccccc1C(NC(=O)c1cccc(F)c1)c1ccccn1,CC(C)C(=O)Oc1cccc(OC2(O)CCOCC2)c1,CC(C)(C)n1nccc1NC(=O)NC1CCCCc2ccccc21,O=c1cc(Cc2c(F)cccc2F)ncn1NCc1nc2ccccc2[nH]1,CC(=O)N1CCC(NC(=O)N(C)C2CCC3(CC2)OCCO3)C1
Nc1cnc(C(=O)NC2(c3cccc(Cl)c3)CCCC2)cn1,COC(=O)C1CC(O)CCN1c1nc(Cc2ccc(Cl)cc2)ns1,COc1cc(N)c(Cl)cc1Nc1cc2c(cc1Cn1cncn1)OCO2,COc1cc(NCC2CCN(C(=O)NCCC3CC3)C2)ccn1,CCN(Cc1ccc(F)cc1F)C(=O)C1CCCC(O)C1
CC(=O)Nc1cc(C(=O)N(C)c2ccnn2-c2ccc(C)cc2C)ccc1C,CC(C)(C)c1ccc(C(=O)NCCCNC(=O)c2cnn(C(C)(C)C)c2)cc1,Cc1nc(-c2ccnc(S(=O)(=O)N3CCCc4ccccc43)c2)no1,Cc1noc(C)c1S(=O)(=O)Nc1cccc2cn[nH]c12,CCOc1ccc(NC(=O)NC2CC2)cc1Cl
CN(C)c1cc(F)c(NCc2nnc(C#N)o2)cc1F,CCN(C)C(=O)c1ccc2c(c1)NC(=O)C(CCC(=O)N(C)C)N2,Cc1c(Nc2nc3c(s2)CN(C)CC3)c(C#N)nn1C,C#Cc1nc(Nc2cc(C)on2)c2cnn(-c3cccnc3)c2n1,C#Cc1cc(F)c(NC(=O)NCC(=O)Nc2ccc(Cl)cc2)c(F)c1
CCOC,Cc1nc(C)c(C(=O)OCCCc2c(C)noc2C)o1,O=S(=O)(CCS(=O)(=O)c1ccc(Br)cc1)c1ccccc1,Cc1cc(NCC(=O)NCc2ccco2)c(C(=O)N(C)c2ccccc2)c(C)n1,CC1CNC(=O)CCN1c1cccc(F)c1S(=O)(=O)N(C)C
C=CCn1c(C)cc(=O)c2cc(C(=O)Nc3nccs3)ccc21,CCC(CO)OC(=O)Nc1nnc(N2CCCCC2)s1,CCc1cccc(C(=O)NN2CCN3CCNC(=O)C3C2)c1F,COc1cccc(OC)c1NCc1cc2ccccc2[nH]c1=O,O=C(Nc1ccncc1)C1CCN(S(=O)(=O)n2ncnn2)CC1
COc1cc(NC(=O)CSc2cc(C)nc3ncnn23)cc(OC)c1OC,OCc1ccc(Br)cc1C(F)(F)F,CC(C)c1nc(NC(=O)c2nc(C3CC3)oc2-c2ccccc2)no1,O=C(NCCn1ccc(-c2ncccc2Cl)n1)C1COCCO1,NC(=O)CCCN1CCN(c2nccnc2N)CC1
CC(C)OC(=O)c1cccc(NC(N)=O)c1,CC(=O)Sc1ccc(C(=O)N2CCOC(c3ccc(C)cc3)C2)cc1,COC(=O)c1ccccc1OCC(=O)Nc1ccccc1,CNC(=O)c1cc(Cl)c(Cn2cccn2)cc1C(C)(C)C,CCSc1nc2ccc(-c3cc(C)[nH]c(=O)c3)cc2s1
COc1cc(N)ccc1N(C)CCNC(=O)c1occc1C,CN1CC(NC(=O)CCCSc2nncs2)CCC1=O,Cc1ccc(F)c(NC(=O)CCC(=O)c2ccco2)c1,CCOC(=O)c1nnc2c(OCc3ccccc3)cccn12,CNC(=O)c1ccc(-c2ccc(Br)cc2)o1
CCc1cc(C(N)C(=O)NCC2CCOC2)c(C#N)s1,COc1cccc2c1N(C(=O)Nc1ccc3cc[nH]c3c1)CCC2,CCOc1ccc(C(=O)c2ccc(F)cn2)cc1OCC,CN(Cc1ccccc1)c1nc(-c2ccc(F)cc2)cs1,Cn1cc(NC(=O)c2cccc(NC(=O)c3cccnc3)c2)cn1
COC1CCC(n2nc(CNc3nnc(C)c(C)c3C#N)cc2C2CC2)CC1,Cc1noc(SCc2cccc(OCC(N)=O)c2)n1,COC(=O)CCN1CCCC2(CCC(=O)N(c3cccnc3)C2)C1,Clc1cc(-c2ncccn2)c(Cl)cc1Br,Cc1n[nH]c(CN2CCN(C(=O)NCc3ccccc3)CC2)c1C
Cc1nc(C(=O)NC2CCS(=O)(=O)c3ccccc32)cs1,Cn1ccc(NC(=O)C2CC(=O)N(c3ccccc3)C2)n1,COc1ccc(C)cc1NC(=O)Nc1cc(C)ccc1C,COc1ccc(Cl)cc1CC(=O)NC1NCCc2c(F)cc(Br)cc21,Cn1ncc2c(NC(n3cnc4ccccc43)C(C)(C)C)ncnc21
CCNc1nnc(CNC(=O)Cc2nccs2)s1,CC(C)(C)CC(=O)NCC(=O)N1CCC(NC(=O)C2CCCO2)CC1,CC(=O)Nc1c(C)nn(Cc2cc(Br)ccc2F)c1C,Cc1nc(CC(C)NC(=O)c2ccccc2Br)no1,COc1cc(C#N)ccc1-c1cnn(CNC2CCCCC2)c1
Cc1nn(C)c(=O)c(C(=O)NC2(C#N)CCCC2)c1C,N#CC(C#N)CC(=O)N1CCc2c(F)cccc2C1,Cc1nc(C(C)C)sc1CC(=O)NCCCO,CC(C)NC(=O)c1ccc(NC(=O)CCN(C)C2CC2)cc1,Cn1cc(CCCN2CCCCC2=O)cc1-n1cccn1
CCc1c(C(=O)Oc2cccc(F)c2)c(C)nn1C(N)=O,COC(=O)c1nc(C2(c3ccccc3)CCCC2)no1,CCNC(=O)NC1CC(C(=O)c2ccc(F)cc2)N(C2CC2)C1,Cc1cnc(CCNC(=O)NCc2cnn(C)c2)s1,Cc1nn(C)cc1-c1nc(CN2CCCN(C(=O)C(C)C)CC2)no1
CC(=O)Nc1cc(Cl)ccc1NC(=O)OCCc1cccc2c1oc(=O)n2C,CC(C)=CCN1CCCN(C(=O)OCC(C)C)c2ccccc21,C=CCOC(=O)N1CCCC2(CCC(=O)N2)C1CCC,Cc1cc(C)cc(C(=O)Nc2ccc3c(c2)CCN3)c1,CC(C)NC(=O)COc1nc2ccc(N)cc2s1
CCc1nc(CN2C(=O)COc3cc(C(N)=O)ccc32)cs1,CCOC(=O)c1cn(OC)c2ccc(CCC#N)cc2c1=O,COc1cc(Cl)c(C)cc1OCC(=O)N1CCOCC1,COC(=O)c1cc(NC(=O)NCCc2cccs2)nn1C(C)(C)C,CC(C)Nc1cccc(C(=O)Nc2sccc2C2CC2)c1
Cn1c(=NC(=O)N2CCN(c3ncccn3)CC2)sc2ccccc21,CCCC(C)(C)NC(=O)CN(C)C(=O)N1CCCCC1,CC(C)C(C(C)O)S(=O)(=O)NC(=O)CC(C)(C)C,CC(=O)N1CCn2c(nnc2-c2ncccn2)C1,O=C1CC(c2noc(C3CC3)n2)CN1C(=O)Nc1cccc(Cl)c1
COc1cnnc(-c2cccnc2)c1C(C)O,NC(=O)CCCNC(=O)c1cccc(C2COCCN2)c1,COC(=O)C(O)CSCn1nnc2ccccc21,O=C(NCCCc1cccs1)Nc1ncc(CCO)[nH]1,CC(NC(=O)Cc1ccc(F)cc1)n1nnc2ccccc21
CNC(=O)CCCOC(=O)CCN1CCCCCC1,CCOc1ccc(OC(=O)c2c[nH]c3c(C)ccc(C(=O)N(C)C)c3c2=O)cc1,CC(=O)Nc1ccnc2c(Cl)cccc12,O=C(NCSc1ccc2c(c1)OCO2)Nc1cccc(C(F)(F)F)c1,CCc1ccnc2ccccc12
C#CCOC(=O)c1cc(-c2ccccc2)[nH]n1,COc1nc(C)cc(C)c1CN(C(=O)CSc1ccccc1)C1CC1,CC(C)N(Sc1cccc(F)c1)C(=O)c1ncc(Br)c(=O)[nH]1,COc1ccc(C(=O)OCCC(C)C)c(C)c1,Cn1ccsc1=NC(=O)C1CCCN1CC1(O)CCCCC1
Cc1nn(C)c(C)c1CNC(=O)NCCc1cc[nH]n1,CC(CNC(=O)NC(C)c1ccccn1)NS(=O)(=O)c1ccccn1,Cc1noc(CN(C(=O)Nc2cn(C)nc2C2CC2)C2CC2)n1,Nc1ccc([S+]([O-])CCCNCc2ncc[nH]2)cc1,CCC(Cc1nnc(N(C)C)s1)C(=O)N1CCOCC1
COc1ccc(NC(=O)Cc2cc(N)cn2-c2ccccc2)cc1,CC(Oc1c(N)cc(F)cc1Br)C(=O)N(C)C1CC1,CC(C)C(=O)NCCCNC(=O)NCc1ccn(C)c(=O)c1,Nc1ccc(C(=O)NC(O)CCC(=O)c2ccco2)cc1F,CC(C)CN1C(=O)CC2C1CCN2C(=O)c1ccc(C(=O)OCc2cccs2)cc1
Cc1ccc(C)c2c1N(CC(=O)N1CCCCC1C)C(=O)C21OCCO1,Cc1nc(C2(OC(F)F)CCCCC2)cs1,C=CCNC(=O)N1CCC(C(=O)CCn2cc(C)cn2)CC1,CN(C(=O)NC1CC2CC1CN2S(C)(=O)=O)c1ccc(-n2cnnn2)cc1,CC(NC(N)=O)C(=O)NCCc1cccc(C#N)c1
Cc1oc(C(=O)N2CCCC(CCC(N)=O)C2)cc1N1CCCC1=O,CC(NC(=O)COc1ccccc1)c1nc(-c2ccccc2)no1,O=C(NCCCCC(F)(F)F)c1csc(C(F)(F)F)n1,CSc1ccc(COC(=O)c2cc[nH]n2)cc1F,C=CCNC(=O)N1CCCC1C(=O)NCCCO
Cn1c(=O)oc2cc(S(=O)(=O)CCCC(=O)Nc3cccc4cccnc34)ccc21,O=C(c1n[nH]c2c1CCCC2)C1Cc2ccccc2CN1,Cc1n[nH]c(C)c1CN1CCN(C(=O)c2ccccc2Cl)CC1,Nc1c(C(=O)NC2CCCCC2)cnn1C(=O)c1ccc(O)cc1,COC1(c2cc(C)ccc2C)CC(n2cnnn2)C1N1CCc2cc(C)ccc21
CC(CO)ON1CCN(C)c2ccc(Cl)cc21,CCOc1c(Cl)cc(NC(=O)c2cc3c(cn2)OCC3)cc1OC,COc1ccccc1N1CCN(S(=O)(=O)c2cccnc2)CC1,CC(=O)C1(C)Oc2ccc(C)cc2NC1=O,Cc1nnc(Sc2nnnn2C(C)C)c2ccccc12
Cc1ccc(CCC(=O)Nc2ncc(-c3noc(C)n3)s2)nc1,O=C(COc1cccc(SCC(=O)c2nc[nH]n2)c1)c1ccccc1,CC1(S(=O)(=O)NCC(O)c2ccccc2)OCCO1,O=S(=O)(NCc1ccc(O)cc1)c1ccccc1,CC(C)CN(CCC#N)C(=O)c1cnn(Cc2ccccc2)c1
CCOC(=O)C(CO)C(=O)OCC(F)(F)F,CN1CC2CN(CN3CCOCC3)CCN2C1=O,CCc1nc(C(=O)NCCOc2ccccc2F)cs1,CN(C)S(=O)(=O)ONc1cn[nH]c1,COc1cccc(Oc2ccc(C(=O)Nc3c[nH]nc3C)cc2)c1
COC(CNC(=O)c1ccc(C)c(C)c1)c1cccs1,CCCCN(C(=O)NCCc1ncccn1)C1CCC1,CCN(CC)C(=O)Cc1ccc2c(c1)CC(=O)N2C,CN(NS(=O)(=O)NC(C)(C)C)C(=O)c1cc2ccccc2o1,Nc1nccnc1C(=O)N(Cc1cccc(Cn2cncn2)c1)c1ccccc1
COC(=O)C1(NC(=O)c2cc(F)ccc2C)CCCCC1,CC(=O)c1onc(S(=O)(=O)Oc2ccc(F)c(C)c2)c1C,CSC(=O)CC(n1c(=N)sc2ccccc21)S(=O)(=O)C(C)C,Cc1nc(C)c(CN(C)Cc2ccc(OC(F)F)cc2)s1,Cn1c(NC(=O)Nc2ccc(Br)cc2)nnc1-c1ccccc1
Cc1ccc(CNC(=O)CCN2CCOC2=O)c(O)c1,COc1cc(F)c2c(c1)C(C1=CCC(=O)CC1)NCC2,O=C(c1cccc2[nH]ccc12)N1CCCC(CO)C1,CC1CC(N(C)c2ccc(Br)cc2Cl)C(=O)O1,Cc1nc(-c2ccnc(C(=O)Nc3cc(Cl)ccc3F)c2)no1
CCC(C)CNc1ncc(N)cc1C#N,CC(C)(C)C(=O)CNC(=O)C(Cc1cccc(F)c1)Oc1cccnc1,CCc1cc(=O)n2ccc(C)cc2n1,Cc1ccc(-c2nc(CNC(=O)c3cc(N)cs3)co2)cc1C,COC(=O)CSc1nnnn1Cc1ccccc1F
CCCS(=O)(=O)c1ccc2c(c1)OCCCO2,O=C(Nc1ccc(-c2ccccc2)oc1=O)c1ccccc1F,O=C(Cc1ccc(F)cc1F)Nc1nnc(-c2ccco2)o1,Cc1ccc(CNCC(O)(c2ccccc2)c2ccc(O)cc2)cn1,CCCN(CC)S(=O)(=O)NC(=O)c1c(F)cccc1OC
COCCNC(=O)c1cc(C)ccc1Nc1ccnc(C)n1,Cc1nn(C)c(C)c1NC(=O)COc1ccccc1-c1cccs1,Cc1occc1C(=O)NN1CCc2ccc(F)cc2C1C,CCCCN(C)C(=O)NC1CC2C(=O)NC(C(C)C)C(=O)N2C1,O=C(Nc1cccc(Nc2ncco2)c1)c1cnccn1
Oc1ccccc1OCc1ccc(C2NCCc3c2ccc2cc[nH]c32)cc1,CCNC(=O)c1nnn(-c2ccccc2)c1-c1ncc(C)cn1,CN(c1ccco1)S(=O)(=O)N(CNc1cccc(F)c1)C(C)(C)C,CC(=O)c1ccc(CNc2ncc(F)c(N(C)C)n2)cc1,O=C(Cc1ccc(F)cc1F)NCc1ccco1
Fc1ccc(Br)cc1Nc1ncccn1,CCOc1cc(Cl)ccc1C(=O)NCC1CN2CCCCC2CO1,CCC(CC)NC(=O)Cc1onc(-c2cccc(C)c2)c1N,C=CCc1nc2n(n1)C(=O)NC(CC)(c1cccs1)S2,O=C(Cc1c[nH]c2ccccc12)NCCCc1nccs1
CCNC(=O)C1CCCN(c2nn(C)c(=O)n(C)c2=O)C1,O=C(CCCc1ccccc1)NCCC(=O)Nc1ccc2c(c1)CCCN2,N#CCOc1cccc(NC(=O)NCc2ccc(Cl)cc2)c1,CCC(NC(=O)COCC(=O)Nc1ccc2c(c1)OCO2)C(C)C,CNC(=O)c1ccc(NCc2csc(C3CC3)n2)cc1
CN(C(=O)c1ccccc1Cl)c1ccc2c(c1)CC(=O)N2,CN(C(=O)C1COCCO1)C(C)(C)c1nc2ccccc2s1,Cc1ccc(N)c(N2CCN(C(=O)c3ccc(C)nc3)CC2)c1,Cn1nc(CNC(=O)NCC2CCC(=O)N2)cc1-c1ccccc1,CCN(Cc1ccncc1)C(=O)c1cc(Cl)c[nH]c1=O
O=C(c1ccc(-c2cn[nH]c2)o1)N1CCc2ccccc2CC1,CCN(C(=O)CCC1CCC1)C(=O)C(Cc1ccncc1)NC,O=C(CNC(=O)c1c(F)cccc1Cl)NCc1ccco1,COCc1ccc(C(=O)N2CCCC2c2ccccn2)cc1,Cc1[nH]nc2c1NC(c1ccccc1OC1CCOC1)NC2=O
Cc1scc(C(=O)N(C)Cc2ccccc2)c1C,Cc1cc(NCC#CCNC(N)=O)n2nccc2n1,CC(C)C(Oc1ccc2c(c1)OCO2)C(=O)N(C)CC(=O)C(C)(C)C,CC(C)C(C)c1ccsc1NC(=O)c1ccc(CC#N)cc1,COC1(C)CCN(C(=O)Oc2ccc3sc(C)nc3c2)CC1
COCCCCC1CC(=O)Nc2cc3c(cc21)N(C)C(=O)CO3,COc1ccc2oc(C)c(C(=O)Nc3cccc(C(N)=O)c3)c2c1,CCOC(=O)NCc1ccoc1Oc1ccccc1F,Cc1nnsc1C(=O)Nc1ccc(C#N)c(Cl)c1,CC(CNc1ccc(CC(=O)N(C)C)cc1)Nc1ccccc1
COc1ccc(Br)cc1C(C#N)Cc1ccccc1,Cc1cc(CCC(=O)n2cccn2)c(Cl)cc1Cl,Cc1cccc(SCCC(=O)n2cnc3cc(F)c(F)cc32)c1,COC(=O)c1cc(Oc2cccc(C)c2C)nc2c(C)cccc12,CC(C)c1ccccc1NC(=O)Nc1cn2nc(OC(C)(C)C)ccc2n1
CCN(C(=O)c1n[nH]c(N)c1Cl)C(C)C(C)C,O=C(c1cncc(F)c1)N1CCN(C2CCCC2)CC1,COc1ccnc(C(=O)NCCn2nc(-c3ccccc3)n(C)c2=O)c1,CC(C)(C)CC(=O)Nc1ccc(CCCNC2CC2)cc1,Cc1ccc(C(=O)OC(=O)c2ccccc2C)s1
COCCc1nc2n(n1)C(CC(=O)Nc1cccc(C(C)C)c1)C(=O)N2,O=C(Oc1cccc(Cl)c1F)c1ncoc1-n1cncn1,COCC(C)NC(=O)Cn1c(C)cc(OC)c1C,O=C1Nc2ncnn2CC1CC(=O)N(C1CC1)C(F)(F)F,CNc1ccc(Cn2nc(-c3ccncc3)oc2=O)cc1
Cc1nn(CCc2cccc(Cl)c2)c(=O)n1Cc1ccccc1,Cc1cc(C(=O)Nc2ccc(F)c(C)c2)on1,Cc1ccc(Cl)cc1N1CCN(C(=O)c2ccn(C)c(=O)c2)CC1,C=CCNc1nc2c(CCc3ccsc3)nnn2c2ccccc12,Nc1ccc(F)c(Nc2ccc3ocnc3c2)c1
COCCNC(=O)N1CCCC2(CCN(c3ccccc3)C2=O)C1,COCC(N(C)Cc1cnc2ccc(C)cn12)n1cccn1,COC(=O)C1CN(CNC(C)=O)CCO1,Cc1nn(C)c(C)c1NC(=O)c1nnc2oc3ccccc3n12,CCCCCc1cc(=O)c2ccc(-c3ccncc3)cc2[nH]1
Cc1nn(C)c2nc(-c3cccs3)nc(-c3cccnc3)c12,Cc1ccsc1CC(=O)Nc1cccc(C(=O)Nc2cn[nH]c2)c1,CCN(C(=O)NC(=O)c1ccc(F)cc1)C(=O)c1cccs1,COc1ccnc(NC(=O)c2nc(C)nc(-c3ccc(F)c(F)c3)n2)c1,NC(=O)c1ccc(CNc2cc(-c3cccc(F)c3)no2)cc1
