sample0,sample1,sample2,sample3,sample4
CC[C@@H](O)CNC(=O)Cc1ccc(Br)s1,COc1ccc(N2C(=O)C[C@@H](C(=O)N3CCCc4ccccc43)C2=O)cc1I,COc1ccc(S(=O)(=O)NC[C@@H](CCO)c2ccc(F)cc2)cc1F,O=C(c1nnc(NC(=O)C2[C@H]3CCCC[C@@H]23)o1)c1cc2ccccc2oc1=O,COCCN1C(=O)c2ccccc2N[C@@]1(C)Cc1cccc(C(=O)[C@@H]2C[NH+](C)CCN2C)c1
Cn1nc(SCC(=O)N2CCC(c3c[nH]c4ncccc34)CC2)c2c1CC[C@@H](Cc1cccc(F)c1)C2,Cc1nn(-c2cccc(Cc3ccccc3)c2)cc1NCCCC(C)(C)CO,COC(=O)c1nonc1NC(=O)CN(c1cccs1)[N+](=O)[O-],COc1ccc(N2C(=O)c3cc4ccsc4n3C[C@@]2(C)C(=O)OCc2ccco2)cc1,CCc1ccc(N(C)Cc2nncn2-c2ccc(C)cc2)cc1OC
CCc1cc([C@@H](C)NC(=O)N[C@@H](C)C(=O)OC)ccc1F,C#C[C@H](Oc1ccc([C@H]2C/C(=C3/C(=O)N(C)C(=S)N=C3[O-])NN2C(=O)CC)cc1)c1ccc(-c2c(O)cc(C)n(CC)c2=O)cc1,COc1ccc2c(c1)N(C(=O)CCC(=O)OCCC(C)C)C[C@@H](C)O2,CCC(=O)c1ccc(N[C@H](C)C(=O)[C@H](C)[C@@H](C)C(=O)[O-])cc1,Cc1noc(C)c1C[C@H](C)NC(C)(C)C
CC(C)c1nc(C(=O)N2CCCC[C@@H]2N2CC[C@@H]3CCCC[C@@H]32)nn1N1CCC[C@H](C)C1,CC(C)[C@H](Nc1nnc(Sc2ccccc2)o1)C(=O)NC(=O)c1ccc2c(c1)CCC2,COc1ccccc1NC(=O)Cc1cc(CN2C(=O)[C@@H](C)N(OC)C2=O)c(OC)c(OC)c1,C[C@@H]1CN(c2nnc(-c3ccc(OCN4CCOCC4)cc3)n2-c2ccncc2)C[C@@H](C)O1,Nc1c(-c2ccc([N+](=O)[O-])cc2)nc[nH]c1=O
CC(C)(C)C(=O)Nc1nccnc1N,COC(=O)c1cc(=O)nc(NN=Cc2ccccc2)s1,C[C@H](CC(=O)[O-])Nc1cccc(C#N)c1,CCc1ccc(C(=O)NC[C@H](O)n2nnn(-c3ccccc3)c2=S)cc1,CC[C@H]1CC[C@H]([NH+](c2ccccn2)c2cnccn2)C1
COc1ccc([C@H]2CCCN2C(=O)c2c(N)n(OC)c3nc4ccccc4nc23)nn1,CCCOc1ccc2c(c1)C[C@@H](C[C@@H]1CCC[NH2+]1)O2,CC1=C(C(=O)N2CCN(Cc3ccc(-c4[nH+]ccn4C)cc3N)CC2)[C@H](C)ON1,Cc1nnc(Nc2ccc(C(=O)c3cc(Br)ccc3Cl)cc2)s1,CC[C@H]1CN(C(=O)C[NH2+]CCn2nc(C)c3ccc(-c4ccccc4)nc32)CCO1
CCC(C)(C)c1nc(C)c(C(=O)C(F)(F)F)[nH]1,CC[NH2+][C@@]1(NC[C@@H](CC)CCO)CCC[C@H]1c1ccccc1C,Cc1cnn(C(C)C)c1C(=O)Nc1cc(C(=O)c2ccc(F)cc2)ccc1Cl,CCC(=O)CN1C[C@@H](S(=O)(=O)C(C)C)[C@H](N[C@@](C)(C#N)C(C)C)C1,N/C(=N/OCCCc1ccccc1)c1c[nH]c2ccccc12
C/C(=N\Oc1ccccc1)c1ccc(-c2c(C)nn(C)c2Cl)o1,Cc1nc(N)ncc1C(=O)NNC(=O)NCC1CCC(c2ccccc2)CC1,N#CN(c1ccc(Cl)cc1)[C@@H]1CC(=O)Nc2c1cnn2-c1ccnc(Oc2ccccc2)n1,COCOc1cc(O)n2nc(C3CC3)cc2n1,Cc1ccc([C@H](CC(C)C)NC(=O)c2cc(-c3cccc(C)c3)nn2C)cc1
C[C@H]1Oc2ccc(NC(=O)C3CCN(C(=O)Cc4ccncc4)CC3)cc2NC1=O,O=C(CCN1C(=O)[C@@H]2CC=C(Cl)C[C@H]2C1=O)[C@H]1CCOC2(CCOCC2)C1,CCOc1ccc(-c2noc(C[C@H](O)SC)n2)cc1,C[C@@H](CCNC(=O)[C@@H]1CCCC(C)(C)C1)OC1CC[NH+](C)CC1,[NH3+]Cc1ccc(C(=O)C[C@@H](O)CO)cn1
Cc1ccc(NC(=O)C[C@]2(C)CC2(Cl)Cl)nc1,C[C@@H]1COCCN1C(=O)NCCC1CC1,COC(=O)c1ccc(NC(=O)NCc2nc3ccccc3[nH]2)cc1,CCc1ccc(C(=O)[NH+](C)[C@H](C)N2CC[NH+]3CCC[C@@H]3C2)s1,CCN(C(=O)c1ccc(SC(C)(C)CC)c(OC)c1)[C@H]1CCS(=O)(=O)C1
Cc1cc(NCC(=O)Nc2nc3ccccc3nc2[N+](=O)[O-])on1,Cc1ccc(-c2n[nH]cc2C(=O)ON2CC[NH+]3CCCC[C@@H]3C2)cc1,C[C@@H]([NH2+]c1ccc(S(N)(=O)=O)cc1)C(C)(C)C,CCCNC(=S)N(Cc1cccnc1)C(=O)n1c(=O)c2c(ncn2C)n(C)c1=O,COc1cc(C(=O)c2ccccc2)ccc1OC1=NC(=Cc2ccc(C)o2)C(=O)O1
CCC[NH+](Cc1cccc2cn[nH]c12)CN(C)C,CC(C)CS(=O)(=O)[C@H](C)C(=O)Oc1ccc([C@H]2CCOC3(CCCCC3)C2)cc1,O=C(OCCNC(=O)C1CCCC1)C(=O)c1cccc(C(=O)NC(=O)c2nnc3n2CCC3)c1,C[NH+]1CCC(S(=O)(=O)Nc2cccc(C(N)=O)c2)CC1,COc1cc(S(=O)(=O)NC2CCCC2)ccc1Nc1cc(Cl)ccc1C
COc1ccc(C)cc1OCc1ccc2c(c1)CCCN2C(=O)NC#CC(C)(C)O,CN(CC(=O)Nc1ncccc1F)CC(=O)C1[NH+]=c2ccccc2=[NH+]1,C[NH+](C)CCNS(=O)(=O)c1ncc(Br)cn1,Cc1nc(-c2ccsc2)sc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,COc1ncc(C[NH+]2CCC(C(=O)CCC(C)(C)OC(C)C)CC2)s1
C[C@H](C(=O)N[C@H](c1ccccc1)C1CC[NH+](C)CC1)N1CC[C@@H](O)C1,CCc1nn(C)cc1SCc1[nH]nc2c1C[C@@H](C)CC2,CC(=O)Nc1cc(C(=O)c2cnn(-c3ccccc3)c2N)n[nH]1,Clc1ccc(N[C@H](c2ccccc2)C23CC4CC(CC(C4)C2)C3)cc1Cl,Cc1cc(C)cc(C(=O)N(CC[C@@H]2c3ccccc3C[C@@H]2O)N2C[C@@H](C)O[C@@H](C)C2)c1
CC(=O)O[C@@H]1CCCCC[C@H]1N1CCC[C@H](C(=O)Nc2c(Cl)cccc2Cl)C1,CC(C)c1nnc2n1N=C(N1C[C@@H]3CC=CC[C@H]3C1)CS2,COc1cc(CCC(N)=O)c(C)cc1NC[C@@H]1CC(=O)N(C)[C@@H]1CCc1ccccc1,CCc1nnc2n1CCN(C(=O)OCNc1ccc(C)cc1)C2,CCn1nc(C)cc1[C@H]1C[C@H](C(=O)N2CCCC[C@@H]2N2CCOCC2)N(C)S(=O)(=O)N1
CCCCOc1ccc(CCN2C(=O)c3nc4ccccc4n3C[C@]2(C)C(=O)Nc2ccccc2)o1,CS(=O)(=O)Nc1ccc(C[NH2+][C@@H]2CCC[C@@H]2c2ccc(Cl)cc2)cc1,CC[C@H]1CCN(NC(=O)[C@H](C(=O)c2cccnc2)c2ccc(=O)n(C)n2)C1,Cc1ccc(NS(=O)(=O)CCN2C(=O)N[C@](C)(C3CC3)C2=O)cc1I,O=C(c1ccncc1)c1cncc(NC(=O)c2ccccc2S(=O)(=O)C(=O)c2cnccn2)c1
CCN1CCn2cc(C(=O)NCN3C(=O)N[C@H](c4c[nH]c5ccccc45)C3=O)[nH+]c2C1,CCONc1ccc([C@H]2S/C(=N\N=C(\C)[C@@H](C)CC)NC2=O)cc1,Cc1ccc(C[C@@H](CCNC(=O)C2=c3ccccc3=[NH+]C2)C(=O)[O-])cc1,C[C@H]([NH3+])C(=O)N1CC[C@H]([NH+]2CCCC2)C1,C[C@H](OCCSc1ccc2c(c1)OCCCO2)c1ccc2c(c1)C(C)(C)C(=O)N2
COC(=O)[C@@H](C)NCCCC(=O)N1CCN(c2c[nH]c3cc(F)ccc23)CC1,CCNC(=O)CSc1coc2c3c(ccc2c1=O)OCN(Cc1ccc2c(c1)CCC(=O)N2)C3,Cc1n[nH]c(=S)nc1N1CCCCC1=O,Cc1ccc(NC(=O)CNC(=O)c2cc(SC(=O)CCCl)c[nH]2)cc1C,CCC1CCN([C@H](CC(=O)[NH+](N(C)C)N(C)C)C(=O)[O-])CC1
COc1ccc([C@H]2Nc3ccccc3C(=O)N2C)cc1N,Cc1ccc(Oc2cccnc2)c(C#N)c1,C#CCNC(=O)N1CCN(CNc2ccc(N)cc2O[C@@H]2CCC[C@@H]2O)CC1,COc1c(NC(=O)c2cc(C[C@H]3CCCCO3)ccc2N)c(C)nn1C,C(#Cc1ccccc1)COCc1ccc(-n2cncn2)o1
C[C@H](c1ccccn1)N1CCN(Cc2nc3ccccc3s2)C1,O=C(Nc1ccccc1C(=O)CO[C@H]1CCCN(c2ccccc2)C1)Nc1ccccc1-c1ccc(C2CCCC2)nn1,O=C(CNc1ncon1)C(Oc1ccc(F)cc1)C1CC1,COC(=O)CCCOC[C@@H]1C[C@H](C)N(Cc2ccccc2)C1=O,CN(C)c1ccccc1C(=O)[NH+]1CCCC[C@@H]1C[NH+](C)Cc1ccccc1
C=C1CCCC(C)(C)[C@]12CC=C(C)CC2,NC(=O)[C@@H](Cn1ncc2c(C3CC3)cc(-c3cccnc3)nc21)c1cccc(F)c1,CC[C@](C)(NC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)CC1)n1cccc1,C[C@@H](C(=O)NC(=O)C=CN1CCCCCC1)c1ccccc1,Cc1ccc(C[NH+]2CCC[C@](c3c(N(CN4CCc5ccccc5C4)c4ccccc4)[nH]c4ccccc34)(C(F)(F)F)C2)cc1
CCc1cnn2c(Cl)cc(C=C(C#N)c3ccccc3F)nc12,Cc1ccc(NC(=O)[C@H](C)NC(=O)c2cc[nH]c2)cc1,Cc1csc(CC(=O)N[C@H](CC(C)(C)C)Nc2ccc(OC(F)F)nc2)n1,CS(=O)(=O)[N-]c1cccc(-c2ccc(NC(=O)n3ccnc3)cc2)c1,COc1ccc(O[C@H]2CCc3cc(N)ccc32)cc1C
CC(C)c1ccc(C(=O)N2CCN(Cc3nnc(C4CCCC4)s3)CC2)cc1,O=C(CCOc1nnc([C@@H]2C=CCC2)s1)NC1CCSCC1,Cc1c(N[NH+]2CC[C@H](c3cccc(-c4ccncc4)c3)[C@H](C)C2)cnn1C,CC(C)(C)[S@@+]([O-])CCC/C=C/CS,N#Cc1cn[nH]c1C(=O)CCCC(=O)c1ccc2c(c1)OCCO2
Cc1ncsc1[C@@H](C)NC(=O)c1cnn(CO)c1,COc1ccc(C(=O)C(=O)N[C@H](C)C(=O)Nc2ccc(C)c(-c3ccc(C)cc3)c2)cc1,O=C([O-])c1cc(N2CCC[NH2+]CC2)ccc1F,COC(=O)[C@H](Nc1ccco1)c1nc2c(C)cccn2c1C,CCC[C@@H](C)CNC(=O)C1CCN(c2ccc(F)c(F)c2)CC1
Cc1cc(C)cc(Sc2ccc(=O)n(CC(=O)NCCc3ccccc3)c2)c1,Cc1ccn2nc(-c3cc(Nc4ccccc4)[nH]n3)nc2c1,C[C@@H]1CN([NH+]2CCC(NCC(=O)NC(=O)c3ccccc3)CC2)C[C@H]1C,COc1cc(/C=N/NC(=O)[C@@H](C)CCC(=O)N2CCC[C@@H](OC)C2)ccc1O,O=C(N[C@H]1CCCNC1=O)c1scnc1-c1ccc(Br)cc1
O=C(Nc1ccc(NC(=O)N2CCC(OCc3ccccc3)CC2)cc1)C1=NN=CC1,C[C@@H]1OCC[C@@H]1C(=O)N(C)Cc1cc2c(s1)-c1ccccc1CC2,CC[C@@H](CNC(=O)Cc1ccc(Cl)cc1)[NH+](C)C(=O)[C@@H](C)O,CO[C@@H](CN[C@H]1CCc2c(c(S(=O)(=O)c3ccc(F)cc3)nn2C)C1)OCC(=O)[C@@H]1CCO[C@@H]1C,CCc1ccc(NC(=O)C[NH+](C)Cc2ccc(F)cc2F)cc1
O=C1CNC(=O)C1C=[NH+]C[C@@H]1CCCO1,Cc1noc(C)c1C(=O)N1CCC[C@H]1CCOS(=O)(=O)N(C)CC(C)C,CC[C@](C)([NH3+])C(=O)NCc1cc(F)cc(-n2ccnc2)c1,C[C@@H]1C[C@H](CNC(=O)N2CCN(C(=O)c3ccccc3)CC2)c2ccccc21,Cc1cnc(-c2ccc(C#N)cc2)s1
N/C(=N/O)n1cccc1,CCCN(C)[C@@H]1CCc2cccnc21,CCO[C@@H]1CCCC[C@H]1CN1CCC[C@H]1C[NH3+],Cn1c(=O)n(C)c2cc(S(=O)(=O)NC(=O)N[C@H](O)c3ccc4c(c3)CCCC4)ccc21,CC(C)(C)CN1C(=O)c2ccccc2C1=O
COc1ccc(CC(C)(C)C[NH3+])cc1NC(=O)COc1ccc(C)c(C)c1,CO[C@@H]1CCCN(C(=O)C[C@H]2CS[C@]3(C)CCC(=O)N23)C1,CCCCC(=O)N1C(=O)CS[C@H]1c1cc(OC)c(Cl)cc1OC,C[NH2+]C1CC(COc2ccc(C(=O)N(C)C)cc2)C1,C/C(Cc1ccc(F)cc1)=N/NC(=O)CNc1ccc(NC(=O)C(C)C)[nH+]c1
CNC(=O)[C@]1(c2cccc3[nH]ccc23)CCCC[NH2+]1,COCN(NC(=O)OC)C(=O)c1ccnc(-c2ccccc2)c1,Cc1cccc(CN[C@@H]2CCO[C@]3(CCOC3)C2)c1,COc1cc(C)oc1-c1nc(C2CC2)cc(N(C)C)n1,Cc1ccc(-c2ccc(S(=O)(=O)NNc3ccccc3C(=O)C(C)C)o2)o1
CC[NH+]1CCC[C@@H]1[C@H](C)[NH2+]Cc1c([C@@H]2CC[NH+](C)C2)nn(C)c1Cl,C[C@H](NC(=O)c1ccc(NC[C@H]2CCC[NH+](C)C2)nc1)N(C)C1CC1,C[C@@H]1OCC[C@H]1C(=O)CSCCCS(C)(=O)=O,COc1ccc(C=NNC[C@](C)(O)OC(=O)c2ccccc2)c([N+](=O)[O-])c1,COc1ccc(NC(=O)c2ccc(=O)n(Nc3cc(C)n(C)n3)n2)cc1C(=O)C(C)C
Cc1cc(NC(=O)N2CCC[C@H]2c2ccc([C@H](C)c3ccc(F)cc3)o2)ccc1N(C)C,CN1C[C@@H](c2ccc(C(=O)Nc3nc4ccc(C#N)cc4s3)cc2)CC1=O,CCc1nn(C)c(C(=O)N(C)CCc2noc(C)n2)c1N,CC(C)C[C@@](C)(O)N1CCN([C@@H]2CCCS(=O)(=O)C2)CC1,Cc1cscc1CNC(=O)CN(C)C(=O)c1ccco1
O=C1CCN(c2cc(Cc3csc4ccccc34)cc([N+](=O)[O-])c2)CCN1,Cc1ccncc1-c1c(NCc2ccc3c(c2)C(=O)NC3=O)cnn1C,CC[C@@H](O)CCNc1ccccc1-c1cccnc1,COc1ccc(OC)c(C(=O)Sc2nc(-c3ccncc3)cs2)c1,CN1CCN(CN2CCC[C@@H](O)C2)c2ccccc21
Cc1oc(C(=O)N2CCC[C@@H]2C2(CN3C[C@H](C)O[C@@H](C)C3)CCOCC2)cc1-c1ncon1,CC[C@H](C)[C@H](C(=O)NN1[C@H](C)CCC[C@H]1C)c1ccccc1,CO[C@@H](c1nc(C[NH+](C)C)cs1)[C@H](C)[NH+]1CCC[C@@H]1C(C)(C)C,C[C@H]1CCCCN1CSCNC(=O)c1ccc2c(c1)nnn2C,Cc1ccc(-c2cc(C[C@@H](O)CN(C)Cc3ccccc3Cl)c3ccccc3n2)cc1
Cc1ccc(F)cc1S(=O)(=O)NC[C@@H]1N=NC2=C1CCc1ccccc12,C[C@@H](NC[C@H]([O-])Cc1ccc2ccccc2n1)c1nc[nH]n1,O=C(Cc1cccs1)N[C@@H]1CC[NH+](CCOc2cccc3[nH]ccc23)C1,CN(C(=O)c1ccc(CC(=O)C2=Cc3cc(Cl)cc(Cl)c3OC2)cc1)c1ccccc1-c1nccs1,CCOc1ccc(S(=O)(=O)[NH2+]Cc2ccc(C)nc2Br)c2ccccc12
Cn1nnc2c(OCC(=O)Nc3cc(C(F)(F)F)ccc3O)ncnc21,CC(=O)Nc1ccccc1CNC(=O)[C@H](c1cccc(F)c1C(C)C)C(C)C,COc1ccc(OCC(=O)N2CCOC[C@@H]2[C@H]([NH3+])c2ccc(Cl)cc2)cc1,Cc1c(C[C@H](CC(C)C)NC(=O)n2nccc2-c2sc3c(c2C#N)CCN(C=O)C3)cnn1C,CCOC(=O)C(=O)Nc1nncn1-c1cccc(Cl)c1C
C[NH+]1CCN(C2(c3ccc(C(=O)N/N=C\c4ccccn4)cc3)CC[NH+](C)CC2)CC1,CC[C@H](O)C(=O)c1cccc2c(N3CCN(CC(F)(F)F)CC3)c[nH]c12,COc1ccccc1CNC(=O)N/N=C\c1cc(Nc2ccc(Br)cc2)on1,Cc1ccc(-n2ncc(C(=O)N[C@H](C)C(=O)[NH2+]NC3CCCCC3)c2[N+](=O)[O-])cc1-c1ccccc1,Cc1csc(NC/C([O-])=N/[NH2+]CCc2ccc(Br)o2)n1
Cc1ccc([S@@+]([O-])CC[C@H]2N=NC3=C2CCc2ccccc23)c(C)c1,C[C@H](C(=O)[O-])[C@@H](C(=O)c1ccccc1)c1cccc(C(F)(F)F)c1,CCOC(=O)CCC(=O)N[C@H](CC)CO,O=C1CCN(C(=O)Nc2cc(NCOC(F)(F)F)ccc2F)CCN1,CC(C)n1c(=[NH2+])c(C(=O)NCc2ccc(Nc3nc(-c4cccs4)ns3)cc2)cc2c(=O)n3ccccc3nc21
C[C@@H]1Cc2cc(C[NH2+][C@@H]3CCC[C@@H]3C(F)(F)C(F)(F)F)ccc2O1,O=C1NCCN1c1cc([C@@H]2CCC[C@@H]2CNc2ncccn2)c2ccccc2[nH+]1,CC(C)OC(=O)C[C@H](C)C(N)=O,Cc1ccc(C)c(NC(=O)c2ccc(N)c(N3CCOCC3)c2)c1,Cc1ccc(NC(=S)NC2CN(c3nccnc3C(=O)[O-])C2)cc1
COc1cc(CN(C)c2cc(Br)c(O)c(-c3ccc(Cl)cc3)c2)c(C)n1C,CC(C)C[C@@H](CNC(=O)c1ccc(-c2ccccc2F)nc1)Nc1ccc2c(c1)OCO2,CO[C@@H](COC(=O)NNc1cc(C)cc(C)c1)C(C)(C)C,NC(=O)NC(=O)CN1CCCC[C@H](N[C@@H]2CCOc3ccccc32)C1,CN(Cc1ccccc1)c1c(C(=O)Oc2ccc(F)cc2)oc2ccccc12
CC(C)OCC(=O)N[C@]1(C)CCCO1,CC[C@@H]([NH2+][C@@H](c1ccc(C(F)(F)F)cc1)N1CCC[C@@H](C)C1)c1ccccc1OC,Cc1cc(C)c(C(=O)NCCCS(=O)(=O)c2nc3c(s2)CCC3)[nH]1,COCCN(Cc1cccc(N[C@H](C)C(=O)[O-])c1)C(=O)c1ccccc1,CC1=NC(C)=C(N2C(N)=C(N3CCCC3)[C@@H](Sc3ccc4ccccc4c3)C3=C2CC(C)(C)CC3=O)C1
CCNC(=O)COc1ncc([C@@H]2C[C@H]3CC[C@@H]2C3)cc1Cl,C[C@@H]1[C@@H](C)CC[C@H]1Nc1ccccc1CC(=O)C(C)(C(F)(F)F)C(F)(F)F,C[C@@H]1C[C@H](C(=O)CSc2ccc3c(c2)OCCCO3)CC(C)(C)C1,CC[C@@H](C)N1C(=O)C[NH+](S(=O)(=O)n2nnc3ccccc3c2=O)[C@H]2CS(=O)(=O)C[C@H]21,CN1CCC[NH+](C[C@@H]2CCC(=O)C2)CC1
CCc1ccc(C(=O)N2CCN(c3nc4ccccc4n3C)CC2)cc1,C[C@H](COC(=O)Cn1nc2n(c1=O)-c1ccccc1SC2)Cc1cccn1C,O=C1CCCN1[C@@H]1CCN(C(=O)C2(Cc3ccccc3)CCCC2)C1,CC1CCN(C(=O)CNC(=O)[C@@H]2[C@H]3C=C[C@]4(CN(C(=O)[O-])C(=O)[C@@H]24)O3)CC1,Cc1ccc(O[C@@H](C)NC(=O)OCC(=O)OC2(C)CCCC2)c(OC(C)(C)C)n1
Cc1noc(C)c1C(=O)NCc1ccccc1S(=O)(=O)C(F)(F)F,CCCc1nc([C@H](C(=O)N2CCN(CC#N)CC2)c2c(C)nc3ccccn23)no1,CCCn1c(O)nnc1Sc1ccccc1-c1c(C(N)=S)[nH]c2ccccc12,COCC1=c2ccccc2=[NH+]C1,C[C@H](O)CC1CC1
COC(=O)c1cn(C(=O)[O-])nc1C1=Cc2ccccc2OC1,C[C@@H]1C[C@H](C)CN(C(=O)[NH2+]Cc2cnc3ccccc3n2)C1,COc1ccc2c(C(=O)NCCC(N)=O)c[nH]c2c1,CCc1nc(C)c(C(=O)OC[C@@H](CC(C)C)C(=O)[O-])o1,CC(C)[C@@H](C)C(=O)O/N=C(/N)Cc1ccc(N2CCCC2)cc1
Cc1cccc(N(C)[C@@H](C)NC(=O)NC2CCC(N3CCOCC3)CC2)c1C,C[C@@H]1C[C@H](NC(=O)N(C)Cc2cccnc2)CC[NH+]1C,O=C(NC1CCCCC1)c1ccc2c(c1)CCN2c1cc(-c2ccccc2)[nH]n1,CC[C@@H]([NH3+])[C@H](C1CC1)[C@H]1C=NN=C1Cc1ccc2nccnc2c1,Cc1ccccc1NC(=O)CCS(=O)(=O)Cc1c(C)cccc1C
C[C@@H]1CCC[C@@H]1NCc1cccc(N[C@@H](C(N)=O)c2ccc(F)c(F)c2)c1,O=c1ccc(-c2ccc3c(c2)CCC3)cn1CN[C@H]1c2ccccc2C[C@H]1O,Cc1sc2nc(C[NH2+][C@H]3CCCC[C@@H]3N3CCOCC3)n(C)c(=O)c2c1C,CNC(=O)NCc1ccc(OC2CCCC2)c(C(=O)[O-])c1,Cc1ccc(-c2cc(N)c(=O)n(NC(=O)[C@@H]3CCCO[C@@H]3c3ccc(C)c(C)c3)n2)o1
CCOC(=O)NN1N=C(Cc2ccccn2)C[C@]1(O)c1ccc(I)cc1,Cc1ccc(-n2ncc(NC(=O)C3CCC(O)CC3)c2N)cc1Cl,COC(=O)/C=C/N(C)NCn1ccc(C)cc1=O,O=C1CCC[C@@H](Cc2cc(C(=O)[O-])no2)C1,CC1CCC2(CC1)CNc1c(CCO)nn(C)c1N2
CC(C)(O)COC(=O)c1cc2c(s1)CCN([C@H]1CCN(C#N)C1=O)C2,CCN(c1ccc(F)cc1)[C@@H](c1ccccc1)[C@H](C)c1sc2ncn(-c3cnc4ccccc4c3)c(=O)c2c1C,C[C@@H](NC(=O)NOC1CCCCC1)C(=O)Nc1cccc(Br)c1,COC(=O)c1ccc(Cl)cn1,O=C(Nc1ccc(F)cc1)[C@@H]1N=NC=C1I
CCN(CCc1ccc(OC)cc1)C(=O)Cn1cnnc1,COc1ccc(NC(=O)c2ccc(CCl)cc2)c([C@H](C[NH3+])C2CC2)c1,CN(C)c1cc(Cl)c(Cl)cc1CN1C(=O)c2ccccc2C1=O,CO[C@H](C)[C@@H]1CCC[NH+]1[C@@H](C)[NH+]1CCOCC1,CCOc1ccccc1N1C[C@@H](C(=O)Nc2cc(C)on2)CC1=O
CC(C)(C)c1ccc(CNC(=O)[C@@H]2CCC[NH2+]C2)o1,CN(C)c1ccc(C(=O)Nc2nc(Cl)nc(Cl)n2)cc1,O=C(COc1ccccc1)[NH+]1CCS[C@H]2CCCC[C@@H]21,CC[S@@+]([O-])[C@H]1CN(C(=O)NC2CC2)[C@@H](C)CO1,[NH3+][C@@H](Cc1cccnc1)Cc1c(F)cccc1Cl
CSCCC(=O)c1ccc(C[C@@H]2CCCC[C@H]2[NH3+])cc1,CC[C@H](C)[C@H]([NH2+]Cc1ccc(C)c(N)c1)C(=O)[O-],O=S(=O)(Nc1ccc([C@H]2CCCC[C@@H]2O)cc1)[C@H]1CC[NH+]2CCC[C@@H]2C1,Cc1cc(C)c(C(=O)CNC(=O)N2CCCCc3ccccc32)c(C)c1,CCC(=O)N1CCc2cc(-c3cccc(NC(=O)CCc4ccc(Cl)cc4)c3)ccc21
Cc1ccccc1N(Cc1ccc(C(=O)Nc2ccccc2)cc1)Cc1nccc2ccccc12,CCOc1ccccc1C(=O)N1CC[C@H]([C@H]2CCOC3(CCCCC3)C2)C1,CN(C(=O)[C@H]1CC(=O)Nc2cc(F)ccc21)c1cc(Cc2ccc(Cl)s2)nc2ccnn12,CC1CCN(S(=O)(=O)N(c2ccc(I)cc2)[C@H]2CCS(=O)(=O)C2)CC1,CC(=O)Nc1ccc2cc(CN3CCC(n4cccn4)CC3)c(=O)oc2c1
CCc1ccc(NC(=O)[C@H]2CCCO[C@@H]2Cc2ccc(OC)o2)cc1,COc1cc(OC)c([S@+]([O-])CN2C[C@H](C)OC[C@@H]2C)cc1F,CCNC(=O)[C@@H]1CCC[C@H]1c1nnc2n1CC[NH+](Cc1ccc(C)c(C)c1)CC2,CC[C@H]1CN(C(=O)c2ccc([N+](=O)[O-])o2)CC[NH+]1C,CCC[C@H]1CN2CCCC[C@@H]2C[NH+]1c1ccc(F)c(C)c1
CN(C(=O)C1=NN(c2nc3ccccc3s2)C(=O)CC1)c1ccccc1F,CCOC[C@@H](c1ncc(CC[NH3+])o1)c1ccc(F)cc1Cl,CC(=O)C1=C([O-])C(=O)N(CC#Cc2cccnc2)[C@H]1[C@H]1CCCCNC1=O,CC[C@@H]1C(=O)NC(=O)C[C@@H]1Cc1cc(Cl)ccc1[C@@H]1CCC[C@@H]([C@H]2CCCC(C)(C)CC2)C1,Cc1cccc(N(C)CC(=O)Nc2ccc(N3CCC[C@@H](C[NH3+])C3)cc2)c1
C[C@@H]1C[NH+]2CCC[C@@H]2CN1[C@@H](C)Oc1ccccc1,C#CC(=O)c1nc(NC)nc2c1CNCC2,Cc1ccc(N2CC[C@@H](NC(=O)N3CCN([C@@H](CCO)c4ccccc4)CC3)C2=O)cc1C,C=CCCC[C@@H](C)OC(=O)c1cnn(C)c1,CCN(CC[C@H](C)C#N)C(=O)N1C[C@@H](C)C[C@H]1Cc1ccccc1
COC(=O)c1n[nH]c(Nc2ccccc2[C@@H]2C[C@H](C(=O)[NH+]3CCCN(C)CC3)C2(C)C)n1,NC(=O)c1ccc(-c2nncn2C2CCCC2)o1,CON/C(N)=[NH+]\CC[NH+]1CCCSCC1,O=C(CNc1cccc(C(=O)N2CCN(CC(F)(F)F)CC2)c1)Nc1ccnc2ccccc12,C#CC[C@H](OC(=O)c1ncccc1F)c1csc2ccccc12
CC(C)c1[nH+]ccn1C(=O)NCCc1cc2cc(F)ccc2[nH]1,CC(C)CNC(=O)C=Cc1ccc(Nc2cccnn2)c(Oc2ccc(F)cc2)c1,N#C/C(C(=O)[C@H]1CC(=O)N(Cc2ccc(=O)[nH]n2)C1)=C(/[O-])c1cccn1-c1ccc(F)cc1,Cc1cccc([N+](=O)[O-])c1[C@H]1CN(CNc2cc(Cl)c3c(c2)OCCO3)C[C@@H](C)O1,C[C@@H]1C[C@@H]1C(=O)CNc1nc2ccccn2c1S(=O)(=O)c1csc(N)n1
